Title,Total Earnings,Foriegn Earnings,Year,IMDB
Doctor Dolittle,"$294,500,000 ","$144,200,000 ",1998,5.4
Shakespeare in Love,"$289,300,000 ","$100,300,000 ",1998,7.1
Lethal Weapon 4,"$285,400,000 ","$130,400,000 ",1998,6.6
The Truman Show,"$264,100,000 ","$125,600,000 ",1998,8.1
You've Got Mail,"$250,800,000 ","$115,800,000 ",1998,6.6
Enemy of the State,"$250,600,000 ","$111,500,000 ",1998,7.3
The Mask of Zorro,"$250,300,000 ","$94,100,000 ",1998,6.7
Rush Hour,"$244,400,000 ","$141,200,000 ",1998,7
Life Is Beautiful,"$228,800,000 ","$57,200,000 ",1998,7
The Prince of Egypt,"$218,600,000 ","$101,400,000 ",1998,7.1
Patch Adams,"$202,300,000 ","$135,000,000 ",1998,6.8
City of Angels,"$198,700,000 ","$78,700,000 ",1998,6.7
The X-Files,"$189,200,000 ","$83,900,000 ",1998,6.7
The Horse Whisperer,"$186,900,000 ","$75,400,000 ",1998,6.6
The Waterboy,"$186,000,000 ","$161,500,000 ",1998,6.1
The Man in the Iron Mask,"$183,000,000 ","$57,000,000 ",1998,6.5
Antz,"$171,800,000 ","$90,800,000 ",1998,6.5
"Six Days, Seven Nights","$164,800,000 ","$74,300,000 ",1998,6.5
Stepmom,"$159,700,000 ","$91,100,000 ",1998,6.8
Meet Joe Black,"$142,900,000 ","$44,600,000 ",1998,7.2
The Rugrats Movie,"$140,900,000 ","$100,500,000 ",1998,5.9
Lost in Space,"$136,200,000 ","$69,100,000 ",1998,5.2
Blade,"$131,200,000 ","$70,100,000 ",1998,7.1
A Perfect Murder,"$128,000,000 ","$67,600,000 ",1998,6.5
Everest (IMAX),"$128,000,000 ","$87,200,000 ",1998,6.5
The Wedding Singer,"$123,300,000 ","$80,200,000 ",1998,6.8
The Siege,"$116,700,000 ","$41,000,000 ",1998,6.4
Star Trek: Insurrection,"$112,600,000 ","$70,200,000 ",1998,6.4
T-Rex: Back to the Cretaceous (IMAX),"$104,000,000 ","$53,400,000 ",1998,6.4
Snake Eyes,"$103,900,000 ","$55,600,000 ",1998,6
U.S. Marshals,"$102,400,000 ","$57,200,000 ",1998,6.5
The Thin Red Line,"$98,100,000 ","$36,400,000 ",1998,7.6
Ever After: A Cinderella Story,"$98,000,000 ","$65,700,000 ",1998,7
Mercury Rising,"$93,100,000 ","$32,900,000 ",1998,6.1
The Parent Trap,"$92,100,000 ","$66,300,000 ",1998,6.5
Elizabethÿ,"$82,200,000 ","$30,100,000 ",1998,6.5
Hope Floats,"$81,500,000 ","$60,100,000 ",1998,6
Out of Sight,"$77,700,000 ","$37,600,000 ",1998,7
Urban Legend,"$72,500,000 ","$38,100,000 ",1998,5.5
Babe: Pig in the City,"$69,100,000 ","$18,300,000 ",1998,5.7
Great Expectations,"$55,500,000 ","$26,400,000 ",1998,6.9
Waking Ned Devine,"$55,300,000 ","$24,800,000 ",1998,7.3
Primary Colors,"$52,100,000 ","$39,000,000 ",1998,6.6
Bride of Chucky,"$50,700,000 ","$32,400,000 ",1998,5.4
Pleasantville,"$49,800,000 ","$40,600,000 ",1998,7.5
The Object of My Affection,"$46,900,000 ","$29,200,000 ",1998,6
The Big Lebowski,"$46,100,000 ","$17,500,000 ",1998,8.1
Mysteries of Egypt (IMAX),"$44,700,000 ","$40,600,000 ",1998,8.1
How Stella Got Her Groove Back,"$39,300,000 ","$37,700,000 ",1998,5.7
Psycho (1998),"$37,100,000 ","$21,500,000 ",1998,5.7
Bulworth,"$29,200,000 ","$26,500,000 ",1998,6.8
Dark City,"$27,200,000 ","$14,400,000 ",1998,7.6
One True Thing,"$26,600,000 ","$23,200,000 ",1998,7
American History X,"$23,900,000 ","$6,700,000 ",1998,8.5
The Avengers (1998),"$23,400,000 ","$23,400,000 ",1998,8.5
The Players Club,"$23,300,000 ","$23,000,000 ",1998,5.8
The Borrowers,"$22,600,000 ","$22,600,000 ",1998,5.8
Mr. Nice Guy,"$18,800,000 ","$12,700,000 ",1998,5.8
Rushmore,"$17,100,000 ","$17,100,000 ",1998,7.7
Living Out Loud,"$15,600,000 ","$12,900,000 ",1998,6.5
Woo,"$8,200,000 ","$8,100,000 ",1998,4
Gods and Monsters,"$6,500,000 ","$6,500,000 ",1998,7.4
Hurlyburly,"$1,800,000 ","$1,800,000 ",1998,5.9
Cube,"$502,000 ","$502,000 ",1998,5.9
Fallen Angels,"$163,000 ","$163,000 ",1998,7.6
The Proposition (1998),"$148,000 ","$148,000 ",1998,7.6
An Alan Smithee Film: Burn Hollywood Burn,"$52,900 ","$45,800 ",1998,7.6
Phoenix,"$45,700 ","$45,700 ",1998,6.4
Star Wars: Episode I - The Phantom Menace,"$983,600,000 ","$431,100,000 ",1999,6.5
The Sixth Sense,"$672,800,000 ","$293,500,000 ",1999,8.1
Toy Story 2,"$497,400,000 ","$245,900,000 ",1999,7.9
The Matrix,"$463,500,000 ","$171,500,000 ",1999,8.7
Tarzan,"$448,200,000 ","$171,100,000 ",1999,7.3
The Mummy,"$415,900,000 ","$155,400,000 ",1999,7
Notting Hill,"$363,900,000 ","$116,100,000 ",1999,7.1
The World Is Not Enough,"$361,800,000 ","$126,900,000 ",1999,6.4
American Beauty,"$356,300,000 ","$130,100,000 ",1999,8.3
Austin Powers: The Spy Who Shagged Me,"$312,000,000 ","$206,000,000 ",1999,6.6
Runaway Bride,"$309,500,000 ","$152,300,000 ",1999,5.5
Stuart Little,"$300,100,000 ","$140,000,000 ",1999,5.9
The Green Mile,"$286,800,000 ","$136,800,000 ",1999,8.6
The Blair Witch Project,"$248,600,000 ","$140,500,000 ",1999,6.5
American Pie,"$235,500,000 ","$102,600,000 ",1999,7
Big Daddy,"$234,800,000 ","$163,500,000 ",1999,6.4
Wild Wild West,"$222,100,000 ","$113,800,000 ",1999,4.9
Entrapment,"$212,400,000 ","$87,700,000 ",1999,6.3
End of Days,"$212,000,000 ","$66,900,000 ",1999,5.8
Sleepy Hollow,"$206,100,000 ","$101,100,000 ",1999,7.3
Double Jeopardy,"$177,800,000 ","$116,700,000 ",1999,6.5
The Haunting,"$177,300,000 ","$91,400,000 ",1999,5
Analyze This,"$176,900,000 ","$106,900,000 ",1999,6.7
Deep Blue Sea,"$164,600,000 ","$73,600,000 ",1999,5.8
Pokemon: The First Movie,"$163,600,000 ","$85,700,000 ",1999,5.8
Eyes Wide Shut,"$162,100,000 ","$55,700,000 ",1999,7.4
Payback,"$161,600,000 ","$81,500,000 ",1999,7.1
Princess Mononoke,"$159,400,000 ","$2,400,000 ",1999,7.1
The Bone Collector,"$151,500,000 ","$66,500,000 ",1999,6.7
The General's Daughter,"$149,700,000 ","$102,700,000 ",1999,6.3
Inspector Gadget,"$134,400,000 ","$97,400,000 ",1999,4.1
The Talented Mr. Ripley,"$128,800,000 ","$81,300,000 ",1999,7.4
The Thomas Crown Affair,"$124,300,000 ","$69,300,000 ",1999,6.8
Message in a Bottle,"$118,900,000 ","$52,900,000 ",1999,6.2
Blue Streak,"$117,800,000 ","$68,500,000 ",1999,6.3
Anna and the King,"$114,000,000 ","$39,300,000 ",1999,6.7
Three Kings,"$107,800,000 ","$60,700,000 ",1999,7.1
She's All That,"$103,200,000 ","$63,400,000 ",1999,5.9
Fight Club,"$100,900,000 ","$37,000,000 ",1999,8.8
Any Given Sunday,"$100,200,000 ","$75,500,000 ",1999,6.9
Bowfinger,"$98,600,000 ","$66,400,000 ",1999,6.4
8MM,"$96,600,000 ","$36,700,000 ",1999,6.5
Forces of Nature,"$93,900,000 ","$52,900,000 ",1999,5.4
Deuce Bigalow: Male Gigolo,"$92,900,000 ","$65,500,000 ",1999,5.7
Galaxy Quest,"$90,700,000 ","$71,600,000 ",1999,7.3
Stigmata,"$89,400,000 ","$50,000,000 ",1999,6.2
The Cider House Rules,"$88,500,000 ","$57,500,000 ",1999,7.4
Bicentennial Man,"$87,400,000 ","$58,200,000 ",1999,6.9
Never Been Kissed,"$84,600,000 ","$55,500,000 ",1999,6
"South Park - Bigger, Longer and Uncut","$83,100,000 ","$52,000,000 ",1999,6
Cruel Intentions,"$75,900,000 ","$38,300,000 ",1999,6.8
Random Hearts,"$74,600,000 ","$31,500,000 ",1999,5.2
The Hurricane,"$74,000,000 ","$50,700,000 ",1999,7.6
Life,"$73,300,000 ","$63,900,000 ",1999,6.8
All About My Mother,"$67,900,000 ","$8,300,000 ",1999,7.8
The Messenger: The Story of Joan of Arc,"$67,000,000 ","$14,300,000 ",1999,6.4
The 13th Warrior,"$61,700,000 ","$32,700,000 ",1999,6.6
The Insider,"$60,300,000 ","$29,100,000 ",1999,7.8
The Story of Us,"$58,900,000 ","$27,100,000 ",1999,6
Lake Placid,"$56,900,000 ","$31,800,000 ",1999,5.7
Varsity Blues,"$54,300,000 ","$52,900,000 ",1999,6.5
Mickey Blue Eyes,"$54,300,000 ","$33,900,000 ",1999,5.8
10 Things I Hate About You,"$53,500,000 ","$38,200,000 ",1999,7.3
Magnolia,"$48,500,000 ","$22,500,000 ",1999,8
"Girl, Interrupted","$48,400,000 ","$28,900,000 ",1999,7.3
Man on the Moon,"$47,400,000 ","$34,600,000 ",1999,7.4
For Love of the Game,"$46,100,000 ","$35,200,000 ",1999,6.6
Arlington Road,"$41,100,000 ","$24,800,000 ",1999,7.2
House on Haunted Hill,"$40,800,000 ","$40,800,000 ",1999,5.6
Blast from the Past,"$40,300,000 ","$26,500,000 ",1999,6.6
Encounter in the 3rd Dimension (IMAX),"$38,200,000 ","$7,200,000 ",1999,6.6
The Bachelor,"$36,900,000 ","$21,800,000 ",1999,5
Baby Geniuses,"$36,500,000 ","$27,300,000 ",1999,2.6
EDtv,"$35,200,000 ","$22,400,000 ",1999,2.6
October Sky,"$34,700,000 ","$32,500,000 ",1999,7.8
The Best Man,"$34,600,000 ","$34,100,000 ",1999,6.8
Mystery Men,"$33,500,000 ","$29,800,000 ",1999,6.1
Dogma,"$30,700,000 ","$30,700,000 ",1999,7.3
Virus,"$30,700,000 ","$14,000,000 ",1999,5
Galapagos (IMAX),"$29,300,000 ","$18,600,000 ",1999,5
Go,"$28,500,000 ","$16,900,000 ",1999,7.2
The Deep End of the Ocean,"$28,100,000 ","$13,900,000 ",1999,6.4
The Corruptor,"$24,500,000 ","$15,200,000 ",1999,6.1
Alien Adventure (IMAX),"$24,100,000 ","$9,000,000 ",1999,6.1
Anywhere But Here,"$23,600,000 ","$18,700,000 ",1999,6.2
Snow Falling on Cedars,"$23,000,000 ","$14,400,000 ",1999,6.7
Buena Vista Social Club,"$23,000,000 ","$7,000,000 ",1999,7.6
Being John Malkovich,"$22,900,000 ","$22,900,000 ",1999,7.7
Drive Me Crazy,"$22,600,000 ","$17,800,000 ",1999,5.8
Muppets from Space,"$22,300,000 ","$16,600,000 ",1999,6.3
The Astronaut's Wife,"$19,600,000 ","$10,700,000 ",1999,5.4
The Thirteenth Floor,"$18,600,000 ","$11,900,000 ",1999,7.1
Extreme (IMAX),"$16,700,000 ","$12,500,000 ",1999,7.1
Music of the Heart,"$14,900,000 ","$14,900,000 ",1999,6.8
The Muse,"$11,600,000 ","$11,600,000 ",1999,5.7
Chill Factor,"$11,300,000 ","$11,300,000 ",1999,5.2
Play It to the Bone,"$8,400,000 ","$8,400,000 ",1999,5.5
The Love Letter,"$8,300,000 ","$8,300,000 ",1999,5.5
Sunshine (1999),"$7,600,000 ","$5,100,000 ",1999,5.5
The Straight Story,"$6,200,000 ","$6,200,000 ",1999,8
Sweet and Lowdown,"$4,200,000 ","$4,200,000 ",1999,7.2
Train of Life,"$3,300,000 ","$98,700 ",1999,7.2
The Limey,"$3,200,000 ","$3,200,000 ",1999,7
Cradle Will Rock,"$2,900,000 ","$2,900,000 ",1999,6.8
Titus,"$2,000,000 ","$2,000,000 ",1999,7.1
Asterix et Obelix Contre Cesar,"$1,600,000 ","$1,600,000 ",1999,7.1
Get Real,"$1,200,000 ","$1,200,000 ",1999,7.1
Xiu Xiu: The Sent Down Girl,"$1,000,000 ","$1,000,000 ",1999,7.1
Illuminata,"$840,000 ","$840,000 ",1999,7.1
Guinevere,"$620,000 ","$620,000 ",1999,6
A Map of the World,"$545,000 ","$545,000 ",1999,6.6
Head On,"$379,000 ","$379,000 ",1999,6.6
Open Your Eyes,"$371,000 ","$371,000 ",1999,6.6
Unconditional Love,"$115,000 ","$115,000 ",1999,3.9
8 1/2 (re-issue),"$98,800 ","$98,800 ",1999,3.9
Julien Donkey-Boy,"$85,400 ","$85,400 ",1999,6.8
International Khiladi,"$47,200 ","$47,200 ",1999,4.8
B. Monkey,"$39,400 ","$39,400 ",1999,4.8
Leila,"$5,300 ","$5,300 ",1999,4.8
Mission: Impossible II,"$546,400,000 ","$215,400,000 ",2000,6.1
Gladiator,"$460,600,000 ","$187,700,000 ",2000,8.5
Cast Away,"$429,600,000 ","$233,600,000 ",2000,7.8
What Women Want,"$374,100,000 ","$182,800,000 ",2000,6.4
Dinosaur,"$349,800,000 ","$137,700,000 ",2000,6.5
How the Grinch Stole Christmas,"$345,100,000 ","$260,000,000 ",2000,6.1
Meet the Parents,"$330,400,000 ","$166,200,000 ",2000,7
The Perfect Storm,"$328,700,000 ","$182,600,000 ",2000,6.4
X-Men,"$296,300,000 ","$157,300,000 ",2000,7.4
What Lies Beneath,"$291,400,000 ","$155,500,000 ",2000,6.6
Scary Movie,"$278,000,000 ","$157,000,000 ",2000,6.2
Charlie's Angels,"$264,100,000 ","$125,300,000 ",2000,5.5
Erin Brockovich,"$256,300,000 ","$125,600,000 ",2000,7.3
Unbreakable,"$248,100,000 ","$95,000,000 ",2000,7.3
Gone in 60 Seconds,"$237,200,000 ","$101,600,000 ",2000,6.5
Chicken Run,"$224,800,000 ","$106,800,000 ",2000,7
Vertical Limit,"$215,700,000 ","$69,200,000 ",2000,5.9
The Patriot,"$215,300,000 ","$113,300,000 ",2000,7.2
"Crouching Tiger, Hidden Dragon","$213,500,000 ","$128,100,000 ",2000,7.8
Miss Congeniality,"$212,700,000 ","$106,800,000 ",2000,6.2
Traffic,"$207,500,000 ","$124,100,000 ",2000,7.6
Hollow Man,"$190,200,000 ","$73,200,000 ",2000,5.8
102 Dalmatians,"$183,600,000 ","$67,000,000 ",2000,4.9
Big Momma's House,"$174,000,000 ","$117,600,000 ",2000,5.1
The Emperor's New Groove,"$169,300,000 ","$89,300,000 ",2000,7.3
The Nutty Professor II: The Klumps,"$166,300,000 ","$123,300,000 ",2000,7.3
Scream 3,"$161,800,000 ","$89,100,000 ",2000,5.5
Chocolat,"$152,700,000 ","$71,500,000 ",2000,7.2
"Me, Myself and Irene","$149,300,000 ","$90,600,000 ",2000,7.2
The Beach,"$144,100,000 ","$39,800,000 ",2000,7.3
Remember the Titans,"$136,700,000 ","$115,700,000 ",2000,7.8
Pokemon: The Movie 2000,"$133,900,000 ","$43,800,000 ",2000,7.8
Space Cowboys,"$128,900,000 ","$90,500,000 ",2000,6.4
U-571,"$127,700,000 ","$77,100,000 ",2000,6.6
The Family Man,"$124,700,000 ","$75,800,000 ",2000,6.8
Road Trip,"$119,800,000 ","$68,500,000 ",2000,6.4
Coyote Ugly,"$113,900,000 ","$60,800,000 ",2000,5.7
Final Destination,"$112,900,000 ","$53,300,000 ",2000,6.7
The Exorcist Director's Cut,"$112,100,000 ","$39,700,000 ",2000,6.7
Mission to Mars,"$111,000,000 ","$60,900,000 ",2000,5.7
Disney's The Kid,"$110,300,000 ","$69,700,000 ",2000,5.7
Billy Elliot,"$109,300,000 ","$22,000,000 ",2000,7.7
Shaft,"$107,200,000 ","$70,300,000 ",2000,5.9
The Whole Nine Yards,"$106,400,000 ","$57,300,000 ",2000,6.7
The Cell,"$104,200,000 ","$61,300,000 ",2000,6.3
Rugrats in Paris: The Movie,"$103,300,000 ","$76,500,000 ",2000,6.1
Shanghai Noon,"$99,300,000 ","$56,900,000 ",2000,6.5
The Tigger Movie,"$96,200,000 ","$45,600,000 ",2000,6.3
The 6th Day,"$96,100,000 ","$34,600,000 ",2000,5.9
Romeo Must Die,"$91,000,000 ","$56,000,000 ",2000,6.1
Fantasia 2000 (35mm & IMAX),"$90,900,000 ","$60,700,000 ",2000,6.1
Autumn in New York,"$90,700,000 ","$37,800,000 ",2000,5.7
Bring It On,"$90,400,000 ","$68,400,000 ",2000,6
Bedazzled (2000),"$90,400,000 ","$37,900,000 ",2000,6
Snatch,"$83,600,000 ","$30,300,000 ",2000,8.3
Men of Honor,"$82,300,000 ","$48,800,000 ",2000,7.2
Finding Forrester,"$80,000,000 ","$51,800,000 ",2000,7.3
The Road to El Dorado,"$76,400,000 ","$50,900,000 ",2000,6.9
"Dude, Where's My Car?","$73,200,000 ","$46,700,000 ",2000,5.5
"O Brother, Where Art Thou?","$71,900,000 ","$45,500,000 ",2000,7.7
Rules of Engagement,"$71,700,000 ","$61,300,000 ",2000,6.4
Frequency,"$68,100,000 ","$45,000,000 ",2000,7.3
Thirteen Days,"$66,600,000 ","$34,600,000 ",2000,7.3
Proof of Life,"$62,800,000 ","$32,600,000 ",2000,6.2
Snow Day,"$62,500,000 ","$60,000,000 ",2000,5.1
28 Days,"$62,200,000 ","$37,200,000 ",2000,6
Taxi 2,"$60,700,000 ","$626,000 ",2000,6.5
Keeping the Faith,"$59,900,000 ","$37,000,000 ",2000,6.3
Next Friday,"$59,800,000 ","$57,300,000 ",2000,6.1
The Flintstones in Viva Rock Vegas,"$59,500,000 ","$35,300,000 ",2000,3.6
The Ninth Gate,"$58,400,000 ","$18,700,000 ",2000,3.6
Little Nicky,"$58,300,000 ","$39,500,000 ",2000,5.3
Pay It Forward,"$55,700,000 ","$33,500,000 ",2000,7.2
Bounce,"$53,400,000 ","$36,800,000 ",2000,5.7
Pitch Black,"$53,200,000 ","$39,200,000 ",2000,7.1
Hanging Up,"$51,900,000 ","$36,100,000 ",2000,4.9
The Skulls,"$50,800,000 ","$35,000,000 ",2000,5.6
The Replacements,"$50,100,000 ","$44,700,000 ",2000,6.6
Book of Shadows: Blair Witch 2,"$47,700,000 ","$26,400,000 ",2000,3.9
Almost Famous,"$47,400,000 ","$32,500,000 ",2000,7.9
The Watcher,"$47,300,000 ","$28,900,000 ",2000,5.3
High Fidelity,"$47,100,000 ","$27,300,000 ",2000,7.5
Dracula 2000,"$47,100,000 ","$33,000,000 ",2000,4.8
The Gift,"$44,600,000 ","$12,000,000 ",2000,6.6
Where the Heart Is,"$40,900,000 ","$33,800,000 ",2000,6.8
Bless the Child,"$40,400,000 ","$29,400,000 ",2000,5.1
The Art of War,"$40,400,000 ","$30,200,000 ",2000,5.7
Dancer in the Dark,"$40,000,000 ","$4,200,000 ",2000,8
The Legend of Bagger Vance,"$39,500,000 ","$30,900,000 ",2000,6.7
Urban Legends: Final Cut,"$38,600,000 ","$21,500,000 ",2000,4.3
Titan A.E.,"$36,800,000 ","$22,800,000 ",2000,6.6
Return to Me,"$36,600,000 ","$32,700,000 ",2000,6.9
My Dog Skip,"$35,500,000 ","$34,100,000 ",2000,7
The Adventures of Rocky & Bullwinkle,"$35,100,000 ","$26,000,000 ",2000,4.1
American Psycho,"$34,300,000 ","$15,100,000 ",2000,7.6
Dungeons & Dragons,"$33,800,000 ","$15,200,000 ",2000,3.6
Red Planet,"$33,500,000 ","$17,500,000 ",2000,5.7
Wonder Boys,"$33,400,000 ","$19,400,000 ",2000,7.3
Reindeer Games,"$32,200,000 ","$23,400,000 ",2000,5.8
Lost Souls,"$31,400,000 ","$16,800,000 ",2000,4.8
Small Time Crooks,"$29,900,000 ","$17,300,000 ",2000,6.7
Battlefield Earth,"$29,700,000 ","$21,500,000 ",2000,2.5
Nurse Betty,"$29,400,000 ","$25,200,000 ",2000,6.1
Boiler Room,"$28,800,000 ","$17,000,000 ",2000,7
The Little Vampire,"$28,000,000 ","$13,600,000 ",2000,5.7
Love & Basketball,"$27,700,000 ","$27,500,000 ",2000,7.2
Cirque du Soleil: Journey of Man (IMAX),"$27,500,000 ","$15,600,000 ",2000,7.2
Center Stage,"$26,400,000 ","$17,200,000 ",2000,6.7
Saving Grace,"$26,300,000 ","$12,200,000 ",2000,6.9
Boys and Girls,"$25,900,000 ","$21,800,000 ",2000,5.4
Down to You,"$24,400,000 ","$20,100,000 ",2000,5
The Next Best Thing,"$24,400,000 ","$15,000,000 ",2000,4.6
Dr. T and the Women,"$22,800,000 ","$13,100,000 ",2000,4.6
The Contender,"$22,400,000 ","$17,900,000 ",2000,6.9
Michael Jordan to the Max (IMAX),"$21,300,000 ","$18,700,000 ",2000,6.9
Best in Show,"$20,800,000 ","$18,700,000 ",2000,7.4
Thomas and the Magic Railroad,"$19,700,000 ","$15,900,000 ",2000,4
Get Carter,"$19,400,000 ","$15,000,000 ",2000,5.2
Loser,"$18,400,000 ","$15,600,000 ",2000,5.3
All the Pretty Horses,"$18,100,000 ","$15,500,000 ",2000,5.8
Quills,"$18,000,000 ","$7,100,000 ",2000,7.3
Eye of the Beholder,"$17,600,000 ","$16,500,000 ",2000,7.3
Cyberworld 3-D (IMAX),"$16,700,000 ","$11,300,000 ",2000,7.3
Digimon: The Movie,"$16,600,000 ","$9,600,000 ",2000,6.1
Drowning Mona,"$15,900,000 ","$15,500,000 ",2000,5.7
Highlander: Endgame,"$15,800,000 ","$12,800,000 ",2000,4.6
Bait,"$15,500,000 ","$15,300,000 ",2000,5.8
Supernova,"$14,800,000 ","$14,200,000 ",2000,4.9
Malena,"$14,500,000 ","$3,400,000 ",2000,7.5
I Dreamed of Africa,"$14,400,000 ","$6,700,000 ",2000,5.6
What Planet Are You From?,"$14,100,000 ","$6,300,000 ",2000,5.6
The Ladies Man,"$13,700,000 ","$13,600,000 ",2000,5.2
Solarmax,"$13,400,000 ","$13,400,000 ",2000,6.9
The Crew,"$13,100,000 ","$13,000,000 ",2000,5.6
The Way of the Gun,"$13,100,000 ","$6,100,000 ",2000,6.7
Godzilla 2000,"$12,900,000 ","$10,000,000 ",2000,6.7
Gossip,"$12,600,000 ","$5,100,000 ",2000,4.7
Ready to Rumble,"$12,500,000 ","$12,400,000 ",2000,5.4
Shadow of the Vampire,"$11,200,000 ","$8,300,000 ",2000,6.9
You Can Count on Me,"$11,000,000 ","$9,200,000 ",2000,7.5
Lucky Numbers,"$10,900,000 ","$10,000,000 ",2000,5
Here on Earth,"$10,900,000 ","$10,500,000 ",2000,5.2
Pollock,"$10,600,000 ","$8,600,000 ",2000,7
Anatomy,"$10,500,000 ","$9,700 ",2000,6.1
The Virgin Suicides,"$10,400,000 ","$4,900,000 ",2000,6.1
Woman on Top,"$10,200,000 ","$5,000,000 ",2000,5.3
Whatever It Takes,"$9,900,000 ","$8,700,000 ",2000,5.5
Ghost Dog: Way of the Samurai,"$9,400,000 ","$3,300,000 ",2000,5.5
State and Main,"$9,200,000 ","$6,900,000 ",2000,6.7
Before Night Falls,"$8,500,000 ","$4,200,000 ",2000,7.2
Butterfly,"$7,700,000 ","$2,100,000 ",2000,7.2
Requiem for a Dream,"$7,400,000 ","$3,600,000 ",2000,8.3
Where the Money Is,"$7,200,000 ","$5,700,000 ",2000,6.2
Screwed,"$7,200,000 ","$7,000,000 ",2000,5.8
Croupier,"$7,100,000 ","$6,200,000 ",2000,5.8
Duets,"$6,600,000 ","$4,700,000 ",2000,6.1
East-West,"$6,000,000 ","$2,300,000 ",2000,6.1
Black and White,"$5,500,000 ","$5,300,000 ",2000,6.1
The House of Mirth,"$5,200,000 ","$3,000,000 ",2000,7
Whipped,"$4,800,000 ","$4,200,000 ",2000,4.5
The Tao of Steve,"$4,400,000 ","$4,300,000 ",2000,6.6
Mohabbatein,"$4,300,000 ","$1,100,000 ",2000,7.1
Bossa Nova,"$4,100,000 ","$1,800,000 ",2000,6.2
Up at the Villa,"$3,700,000 ","$2,900,000 ",2000,6
The Big Kahuna,"$3,700,000 ","$3,200,000 ",2000,6
Price of Glory,"$3,500,000 ","$3,400,000 ",2000,6.3
Gun Shy,"$3,200,000 ","$1,600,000 ",2000,5.7
Beautiful,"$3,200,000 ","$3,200,000 ",2000,5.5
Isn't She Great,"$3,000,000 ","$3,000,000 ",2000,5.4
The Color of Paradise,"$2,700,000 ","$1,800,000 ",2000,5.4
But I'm a Cheerleader,"$2,600,000 ","$2,200,000 ",2000,5.4
Bamboozled,"$2,500,000 ","$2,300,000 ",2000,6.5
Shower,"$2,200,000 ","$1,200,000 ",2000,6.5
Left Luggage,"$2,100,000 ","$1,100,000 ",2000,6.5
Blood Simple (re-issue),"$2,100,000 ","$1,700,000 ",2000,6.5
Hamlet (2000),"$2,000,000 ","$1,600,000 ",2000,6.5
The Broken Hearts Club,"$2,000,000 ","$1,700,000 ",2000,6.5
Cecil B. Demented,"$2,000,000 ","$1,300,000 ",2000,6.5
The Girl on the Bridge,"$1,700,000 ","$1,700,000 ",2000,6.5
Rear Window (Re-issue),"$1,700,000 ","$1,600,000 ",2000,6.5
Girlfight,"$1,700,000 ","$1,600,000 ",2000,6.7
A Hard Day's Night (Re-issue),"$1,700,000 ","$965,000 ",2000,6.7
What's Cooking,"$1,600,000 ","$1,000,000 ",2000,6.7
Time Code,"$1,400,000 ","$1,100,000 ",2000,6.7
Backstage,"$1,200,000 ","$1,200,000 ",2000,5.7
Chuck & Buck,"$1,200,000 ","$1,100,000 ",2000,6.5
Groove,"$1,200,000 ","$1,100,000 ",2000,6.6
The Cup,"$1,100,000 ","$1,100,000 ",2000,6.6
The Taste of Others,"$1,000,000 ","$891,000 ",2000,7.2
Simpatico,"$930,000 ","$930,000 ",2000,7.2
The Yards,"$889,000 ","$889,000 ",2000,6.4
Kadosh,"$737,000 ","$737,000 ",2000,6.4
The Claim,"$669,000 ","$669,000 ",2000,6.4
Love & Sex,"$544,000 ","$544,000 ",2000,6.2
The Five Senses,"$497,000 ","$497,000 ",2000,6.2
Joe Gould's Secret,"$469,000 ","$469,000 ",2000,6.5
Rififi (re-issue),"$460,000 ","$460,000 ",2000,6.5
8 1/2 Women,"$424,000 ","$424,000 ",2000,6.5
Baise-Moi,"$420,000 ","$420,000 ",2000,6.5
An Affair of Love,"$359,000 ","$359,000 ",2000,6.5
Under Suspicion,"$261,000 ","$261,000 ",2000,6.5
George Washington,"$247,000 ","$247,000 ",2000,7.4
The Closer You Get,"$165,000 ","$165,000 ",2000,6.3
The Terrorist,"$154,000 ","$154,000 ",2000,6.3
X,"$143,000 ","$143,000 ",2000,6.3
Tigerland,"$140,000 ","$140,000 ",2000,7
Himalaya l'enfance d'un chef,"$132,000 ","$132,000 ",2000,7
Taboo (Gohatto),"$114,000 ","$114,000 ",2000,7
Paragraph 175,"$96,600 ","$96,600 ",2000,7.7
The Big Blue (Director's Cut),"$80,900 ","$80,900 ",2000,7.7
Blue Moon,"$76,500 ","$76,500 ",2000,5.9
Steal This Movie,"$76,400 ","$76,400 ",2000,6.4
