Title,Earnings,Opening Weekend,Opening Date,Close Date
Steve Jobs,"17,766,658","521,522",10/9/2015,12/13/2015
Mr. Holmes,"17,737,646","2,434,908",7/17/2015,11/5/2015
Dope,"17,506,470","6,100,010",6/19/2015,9/17/2015
Seventh Son,"17,223,265","7,217,640",2/6/2015,3/19/2015
Monkey Kingdom,"16,432,322","4,577,861",4/17/2015,7/23/2015
The Transporter Refueled,"16,029,670","7,355,622",9/4/2015,11/19/2015
Room,"14,677,654","118,298",10/16/2015,4/24/2015
It Follows,"14,674,076","160,089",3/13/2015,6/25/2015
American Ultra,"14,440,985","5,454,284",8/21/2015,10/8/2015
Woodlawn,"14,394,097","4,002,226",10/16/2015,2/11/2015
Burnt,"13,651,946","5,002,521",10/30/2015,2/11/2015
Do You Believe?,"12,985,600","3,591,282",3/20/2015,6/25/2015
Carol,"12,711,491","253,510",11/20/2015,3/31/2015
Love & Mercy,"12,551,031","2,122,177",6/5/2015,10/1/2015
Strange Magic,"12,429,583","5,504,441",1/23/2015,4/16/2015
Hot Tub Time Machine 2,"12,314,651","5,963,324",2/20/2015,3/26/2015
Self/Less,"12,279,691","5,403,460",7/10/2015,8/27/2015
Far from the Madding Crowd,"12,236,500","164,985",5/1/2015,8/13/2015
The 33,"12,227,722","5,787,266",11/13/2015,1/21/2015
The Danish Girl,"11,114,018","187,318",11/27/2015,3/17/2015
The Gunman,"10,664,749","5,028,702",3/20/2015,4/30/2015
Unfinished Business,"10,219,501","4,772,613",3/6/2015,4/16/2015
The Walk,"10,137,502","1,560,299",9/30/2015,11/8/2015
The Lady in the Van,"10,021,175",N/A,12/4/2015,6/9/2015
Un Gallo con Muchos Huevos,"9,080,818","3,424,702",9/4/2015,10/22/2015
Amy,"8,413,144","222,500",7/3/2015,1/14/2015
Bajrangi Bhaijaan,"8,178,001","2,621,282",7/17/2015,9/10/2015
Dragon Ball Z: Resurrection 'F',"8,008,363","1,817,937",8/4/2015,8/17/2015
Blackhat,"8,005,980","3,901,815",1/16/2015,2/5/2015
Trumbo (2015),"7,857,741","74,177",11/6/2015,3/3/2015
Mortdecai,"7,696,134","4,200,586",1/23/2015,2/19/2015
While We're Young,"7,587,485","227,688",3/27/2015,6/28/2015
I'll See You In My Dreams,"7,449,681","52,091",5/15/2015,9/10/2015
The Green Inferno,"7,192,291","3,520,626",9/25/2015,11/5/2015
Our Brand Is Crisis (2015),"7,002,261","3,238,433",10/30/2015,12/17/2015
Grandma (2015),"6,980,524","115,540",8/21/2015,3/3/2015
Me and Earl and the Dying Girl,"6,758,416","196,496",6/12/2015,9/10/2015
Baahubali: The Beginning,"6,738,000","3,575,000",7/9/2015,7/23/2015
Bajirao Mastani,"6,557,047","1,744,975",12/18/2015,2/7/2015
Little Boy,"6,485,961","2,750,356",4/24/2015,6/18/2015
The Loft,"6,002,684","2,747,342",1/30/2015,2/26/2015
Victor Frankenstein,"5,775,076","2,469,341",11/25/2015,12/31/2015
Danny Collins,"5,637,066","72,459",3/20/2015,6/4/2015
Dilwale,"4,871,263","1,920,402",12/17/2015,1/21/2015
90 Minutes in Heaven,"4,842,699","2,035,273",9/11/2015,11/1/2015
True Story,"4,719,695","1,950,214",4/17/2015,6/4/2015
Suffragette,"4,702,420","76,244",10/23/2015,1/14/2015
Prem Ratan Dhan Payo,"4,364,639","2,425,585",11/12/2015,12/3/2015
45 Years,"4,247,285","65,775",12/23/2015,4/7/2015
The Water Diviner,"4,196,641","1,220,335",4/24/2015,7/1/2015
Irrational Man,"4,030,360","175,312",7/17/2015,11/5/2015
Anomalisa,"3,759,286","135,222",12/30/2015,3/24/2015
Scouts Guide to the Zombie Apocalypse,"3,703,046","1,841,007",10/30/2015,11/19/2015
A La Mala,"3,629,842","1,402,118",2/27/2015,4/2/2015
Spare Parts,"3,618,912","1,335,768",1/16/2015,3/5/2015
We Are Your Friends,"3,591,417","1,767,308",8/28/2015,9/24/2015
What We Do in the Shadows,"3,469,224","88,940",2/13/2015,11/12/2015
Learning to Drive,"3,447,633","66,015",8/21/2015,11/26/2015
Phoenix (2015),"3,184,472","30,296",7/24/2015,11/15/2015
Wild Tales,"3,106,530","85,100",2/20/2015,7/12/2015
Dil Dhadakne Do,"3,066,100","1,326,267",6/5/2015,7/12/2015
Ladrones,"3,063,505","1,411,031",10/9/2015,11/19/2015
Tanu Weds Manu Returns,"3,044,347","1,006,476",5/22/2015,7/12/2015
Rock The Kasbah,"3,020,664","1,470,592",10/23/2015,11/26/2015
The End of the Tour,"3,002,884","123,238",7/31/2015,12/24/2015
Youth,"2,703,296","78,085",12/4/2015,3/10/2015
He Named Me Malala,"2,668,936","61,808",10/2/2015,12/24/2015
Chi-Raq,"2,653,032","1,198,453",12/4/2015,1/28/2015
Captive (2015),"2,583,301","1,393,243",9/18/2015,10/8/2015
Truth,"2,541,854","66,232",10/16/2015,2/11/2015
Mistress America,"2,500,431","93,206",8/14/2015,11/12/2015
Pawn Sacrifice,"2,436,633","202,053",9/16/2015,12/17/2015
2015 Oscar Nominated Short Films,"2,412,593","416,850",1/30/2015,3/19/2015
Meru,"2,334,228","91,279",8/14/2015,11/19/2015
WARx2,"2,310,625","30,931",9/18/2015,-/2015
My All American,"2,246,000","1,365,000",11/13/2015,11/29/2015
Jem and the Holograms,"2,184,640","1,375,320",10/23/2015,11/5/2015
Tamasha,"2,065,487","1,006,059",11/25/2015,12/10/2015
Cake,"1,951,776","916,179",1/23/2015,2/19/2015
Old Fashioned,"1,914,090","38,965",2/6/2015,3/19/2015
Assassination (2015),"1,904,682","287,700",8/7/2015,10/4/2015
Game of Thrones (IMAX),"1,896,092","1,464,932",1/30/2015,2/5/2015
Legend,"1,872,994","86,836",11/20/2015,1/7/2015
Clouds of Sils Maria,"1,851,517","61,810",4/10/2015,7/16/2015
Testament of Youth,"1,822,250","53,000",6/5/2015,10/15/2015
Piku,"1,801,807","941,490",5/8/2015,5/17/2015
The Vatican Tapes,"1,784,763","832,271",7/24/2015,8/20/2015
Son of Saul,"1,777,043","37,930",12/18/2015,5/19/2015
Meet the Patels,"1,700,681","72,180",9/11/2015,12/10/2015
Back to the Future Day,"1,650,000",N/A,10/21/2015,10/21/2015
The Letters,"1,647,416","700,683",12/4/2015,1/28/2015
The Diary of a Teenage Girl,"1,477,002","52,334",8/7/2015,10/25/2015
I (2015),"1,449,232","771,312",1/13/2015,1/19/2015
Infinitely Polar Bear,"1,430,655","47,000",6/19/2015,10/15/2015
Mr. Six,"1,415,450","332,117",12/24/2015,1/31/2015
99 Homes,"1,411,927","32,253",9/25/2015,11/26/2015
Welcome Back,"1,388,365","714,235",9/4/2015,10/4/2015
The Cokeville Miracle,"1,348,456","159,468",6/5/2015,10/11/2015
The Salt of the Earth,"1,343,349","44,900",3/27/2015,8/9/2015
Iris (2015),"1,310,678","57,254",4/29/2015,9/3/2015
Lost in Hong Kong,"1,302,281","537,736",9/25/2015,10/18/2015
The Wolfpack,"1,301,696","43,920",6/12/2015,10/15/2015
Goodbye Mr. Loser,"1,293,626","363,949",10/9/2015,11/26/2015
'71,"1,270,847","55,761",2/27/2015,5/7/2015
Mojin: The Lost Legend,"1,243,810","279,974",12/18/2015,1/17/2015
Beyond the Mask,"1,236,094","18,801",4/6/2015,8/20/2015
Child 44,"1,224,330","621,812",4/17/2015,5/14/2015
Veteran,"1,200,627","371,754",9/18/2015,10/22/2015
Goodnight Mommy,"1,178,196","63,641",9/11/2015,11/22/2015
Black Sea,"1,171,559","37,675",1/23/2015,2/26/2015
Miss You Already,"1,162,653","552,506",11/6/2015,11/22/2015
Where Hope Grows,"1,156,000","457,287",5/15/2015,6/18/2015
Macbeth (2015),"1,110,707","69,833",12/4/2015,2/25/2015
The Overnight,"1,110,522","53,022",6/19/2015,9/3/2015
Timbuktu,"1,076,075","45,110",1/28/2015,5/28/2015
Dior and I,"1,028,953","45,772",4/10/2015,8/6/2015
5 Flights Up,"1,020,921","238,491",5/8/2015,6/25/2015
Big Stone Gap,"1,009,301","362,422",10/9/2015,12/24/2015
Faith of Our Fathers,"1,004,105","438,000",7/1/2015,9/3/2015
Gett: The Trial of Viviane Amsalem,"988,150","24,210",2/13/2015,6/1/2015
The 100-Year Old Man Who Climbed Out the Window and Disappeared,"944,193",N/A,5/1/2015,9/10/2015
Patterns of Evidence: The Exodus,"925,576",N/A,1/19/2015,1/29/2015
Boruto: Naruto the Movie,"919,651","380,419",10/10/2015,12/17/2015
Singh is Bling,"919,095","487,040",10/2/2015,10/25/2015
Best of Enemies,"892,802","50,378",7/31/2015,11/12/2015
ABCD (Any Body Can Dance) 2,"892,133","444,195",6/19/2015,7/16/2015
The Polar Express (2015 re-issue),"846,602",N/A,11/19/2015,-/2015
Mustang,"845,464","20,321",11/20/2015,4/21/2015
Sleeping with Other People,"819,431","89,102",9/11/2015,11/12/2015
The Wrecking Crew,"801,606","56,858",3/13/2015,7/23/2015
Labyrinth of Lies,"794,452","22,101",9/30/2015,3/3/2015
Seymour: An Introduction,"743,541","26,587",3/13/2015,5/21/2015
Once I Was a Beehive,"732,655","48,409",8/14/2015,11/30/2015
Cartel Land,"704,352","15,581",7/3/2015,11/15/2015
Tangerine,"702,354","60,683",7/10/2015,10/22/2015
The Himalayas,"696,717","13,387",12/18/2015,2/7/2015
Red Army,"694,600","20,100",1/23/2015,4/12/2015
The D Train,"673,151","447,661",5/8/2015,5/21/2015
The Stanford Prison Experiment,"660,561","37,514",7/17/2015,9/24/2015
The Assassin,"632,542","47,892",10/16/2015,12/20/2015
"Kumiko, The Treasure Hunter","623,383","34,114",3/18/2015,6/4/2015
Brothers: Blood Against Blood,"613,775","357,404",8/14/2015,8/23/2015
Welcome to Me,"608,852","34,920",5/1/2015,6/7/2015
Detective Byomkesh Bakshy,"579,055","338,637",4/3/2015,4/12/2015
Freeheld,"573,335","37,983",10/2/2015,11/12/2015
When Marnie Was There,"561,085","27,388",5/22/2015,8/20/2015
Jimmy's Hall,"560,592","19,881",7/3/2015,11/5/2015
A Little Chaos,"558,173","181,791",6/26/2015,7/23/2015
Remember (Canada Release),"547,009","27,006",10/16/2015,-/2015
By the Sea,"538,460","96,250",11/13/2015,12/10/2015
Gabbar is Back,"534,601","279,429",5/1/2015,5/14/2015
The Last - Naruto the Movie,"524,451","179,370",2/20/2015,3/26/2015
Shaandaar,"521,794","384,685",10/22/2015,10/29/2015
Black Panthers: Vanguard of the Revolution,"516,893","20,215",9/2/2015,12/17/2015
Deli Man,"502,294","37,321",2/27/2015,5/28/2015
Peggy Guggenheim Art Addict,"498,428","22,258",11/6/2015,2/21/2015
Steve Jobs: The Man in the Machine,"494,506","140,064",9/4/2015,11/12/2015
Phantom (2015),"489,984","266,756",8/28/2015,9/13/2015
Somewhere Only We Know,"482,341","304,934",2/13/2015,3/12/2015
Brotherly Love,"478,595","246,902",4/24/2015,5/31/2015
About Elly,"470,760","13,180",4/8/2015,10/4/2015
Let's Get Married,"462,918","180,929",4/3/2015,5/10/2015
Bombay Velvet,"450,692","390,774",5/15/2015,5/28/2015
Attack on Titan: Part 1,"449,523",N/A,9/30/2015,10/3/2015
The Third Man (2015 re-release),"449,191","24,832",6/26/2015,11/22/2015
Felix and Meira,"447,353","15,000",4/17/2015,-/2015
Rosenwald,"433,924","7,902",8/14/2015,-/2015
Saint Laurent,"429,477","36,000",5/8/2015,7/30/2015
Listen to Me Marlon,"425,831","30,068",7/29/2015,10/8/2015
Heart of a Dog,"420,813","13,893",10/21/2015,3/31/2015
The Witness (Wo shi zheng ren),"418,063","194,736",10/30/2015,11/22/2015
Janis: Little Girl Blue,"410,465","21,861",11/27/2015,-/2015
Unbranded,"410,185","141,416",9/25/2015,12/17/2015
Badlapur,"409,166","227,759",2/20/2015,3/12/2015
The Hunting Ground,"405,917","22,464",2/27/2015,8/23/2015
The Apu Trilogy,"402,723","16,064",5/8/2015,8/27/2015
Freetown,"401,328","118,553",4/8/2015,8/13/2015
Coming Home (2015),"377,607","26,361",9/9/2015,12/17/2015
The Second Mother,"376,986","24,086",8/28/2015,12/20/2015
Kahlil Gibran's The Prophet (Gathr),"370,146",N/A,10/1/2015,12/17/2015
Katti Batti,"364,932","239,816",9/18/2015,10/4/2015
Kahlil Gibran's The Prophet,"355,343","27,435",8/7/2015,10/15/2015
Effie Gray,"352,534","161,728",4/3/2015,4/23/2015
Maps to the Stars,"350,741","143,422",2/27/2015,4/2/2015
Noble,"347,321","231,319",5/8/2015,5/31/2015
Talvar,"342,370","144,713",10/2/2015,11/1/2015
Northern Limit Line,"337,907","108,255",7/17/2015,8/6/2015
Ballet 422,"333,554","27,653",2/6/2015,5/14/2015
Shamitabh,"324,597","241,720",2/6/2015,2/19/2015
Jafar Panahi's Taxi,"321,642","22,531",10/2/2015,-/2015
Good Kill,"316,472","17,750",5/15/2015,7/2/2015
David and Goliath,"316,100","154,901",4/3/2015,4/19/2015
Running Man (2015),"310,978","186,926",1/30/2015,3/5/2015
Merchants of Doubt,"308,156","20,300",3/6/2015,6/11/2015
Attack on Titan: Part 2,"305,934","12,861",10/20/2015,10/27/2015
NH10,"303,587","149,546",3/13/2015,3/22/2015
The Man in 3B,"291,513","109,043",11/6/2015,12/24/2015
Above and Beyond,"288,751","6,448",1/30/2015,5/7/2015
Go Away Mr. Tumor,"286,639","50,036",8/14/2015,9/17/2015
Theeb,"283,024","9,181",11/6/2015,-/2015
White God,"282,358","16,139",3/27/2015,6/25/2015
A Borrowed Identity,"281,540","10,308",6/26/2015,10/15/2015
In the Name of my Daughter,"277,528","14,294",5/15/2015,6/12/2015
Hitchcock/Truffaut,"260,430","28,178",12/2/2015,2/25/2015
Love (2015),"249,083","29,301",10/30/2015,12/10/2015
Carter High,"240,214","87,274",10/30/2015,12/15/2015
Tevar,"236,002","171,026",1/9/2015,1/19/2015
Hamari Adhuri Kahani,"235,361","131,263",6/12/2015,6/21/2015
20 Once Again,"234,573","92,827",1/16/2015,2/8/2015
Slow West,"229,094","67,003",5/20/2015,6/28/2015
The Taking of Tiger Mountain,"228,984","50,621",1/2/2015,2/1/2015
A Royal Night Out,"228,136","100,847",12/4/2015,12/24/2015
A Pigeon Sat on a Branch Reflecting on Existence,"222,989","25,313",6/3/2015,10/15/2015
Pyaar Ka Punchnama 2,"222,856","107,536",10/16/2015,11/1/2015
Chocolate City,"212,662","98,829",5/22/2015,6/25/2015
Fall in Love Like a Star,"212,508","120,074",12/4/2015,12/20/2015
Wolf Totem,"210,591",N/A,9/11/2015,-/2015
Dark Places,"208,588",N/A,8/7/2015,8/20/2015
Heneral Luna,"206,040","15,485",10/30/2015,11/19/2015
Escobar: Paradise Lost,"195,792","106,869",6/26/2015,7/9/2015
Gemma Bovery,"191,533","19,095",5/29/2015,-/2015
The Connection,"190,980","10,335",5/15/2015,-/2015
Love and Lost (Shi Gu),"188,817","86,048",3/20/2015,5/10/2015
Stonewall (2015),"187,674","112,834",9/25/2015,10/15/2015
Maggie,"187,112","131,175",5/8/2015,5/21/2015
Detective K: Secret of the Lost Island,"185,367","57,663",3/6/2015,4/12/2015
The Priests,"185,093",N/A,11/26/2015,12/24/2015
Lambert & Stamp,"183,320","13,500",4/3/2015,7/30/2015
An Honest Liar,"180,590","13,821",3/6/2015,6/11/2015
Serena,"176,391","100,090",3/27/2015,5/14/2015
The Young & Prodigious T.S. Spivet,"173,564","33,658",7/31/2015,9/4/2015
The Farewell Party,"172,860","7,616",5/22/2015,-/2015
All Things Must Pass,"172,394","19,001",10/16/2015,12/13/2015
A Brilliant Young Mind,"171,793","31,408",9/11/2015,11/1/2015
Time Out of Mind,"166,775","18,934",9/9/2015,11/12/2015
Snow Girl and the Dark Crystal,"165,428","73,817",2/27/2015,4/19/2015
C'Est Si Bon,"164,167",N/A,2/13/2015,3/12/2015
The Last Women Standing,"163,406","73,344",11/11/2015,12/3/2015
5 to 7,"162,685","18,006",4/3/2015,5/17/2015
After The Ball,"161,820","31,718",2/27/2015,4/30/2015
3 Hearts,"161,129","11,794",3/13/2015,5/21/2015
Human Capital,"158,549",N/A,1/9/2015,4/23/2015
Hell and Back,"157,768","104,374",10/2/2015,10/18/2015
Experimenter,"155,575","8,682",10/16/2015,12/17/2015
Desert Dancer,"155,271","40,763",4/10/2015,5/28/2015
"Buen Dia, Ramon","154,356","51,105",1/30/2015,2/19/2015
Backstreet Boys: Show 'Em What You're Made Of,"153,068","153,068",1/30/2015,2/1/2015
Samba,"151,530","24,588",7/24/2015,8/27/2015
The Tribe,"150,564","11,094",6/17/2015,9/20/2015
Forever Young (2015),"149,761","70,047",7/10/2015,7/30/2015
The New Girlfriend,"146,754","39,035",9/18/2015,10/15/2015
The Last 5 Years,"145,427","42,042",2/13/2015,3/5/2015
Tangerines,"144,501","5,180",4/17/2015,6/28/2015
Yellow Day (2015),"144,163","26,260",12/11/2015,-/2015
Manglehorn,"143,101","11,227",6/19/2015,7/26/2015
Ingrid Bergman: In Her Own Words,"138,148","8,355",11/13/2015,10/20/2015
Twenty (2015),"136,125",N/A,4/17/2015,5/10/2015
La Sapienza,"135,392",N/A,3/20/2015,9/24/2015
Cop Car,"134,552","26,146",8/7/2015,8/27/2015
Don't Think I've Forgotten: Cambodia's Lost Rock and Roll,"133,443","19,206",4/22/2015,8/6/2015
A Ballerina's Tale,"131,995","9,388",10/14/2015,11/22/2015
Devil and Angel (E Gun Tian Shi),"131,058","44,855",12/31/2015,1/21/2015
Mississippi Grind,"130,541","12,434",9/25/2015,11/1/2015
Kung Fu Killer,"129,784","58,664",4/24/2015,6/4/2015
Boy and the World,"129,480","10,077",12/11/2015,3/17/2015
A Journey Through Time with Anthony,"127,381","55,292",11/18/2015,12/6/2015
Boulevard,"126,150","7,000",7/10/2015,8/16/2015
Z for Zachariah,"121,461","56,902",8/28/2015,9/17/2015
In Jackson Heights,"121,094","15,150",11/4/2015,2/25/2015
Do I Sound Gay?,"119,388","10,461",7/10/2015,8/20/2015
Digging for Fire,"119,364","25,000",8/21/2015,9/27/2015
Love Live! The School Idol Movie,"115,840","115,840",9/11/2015,9/13/2015
Road Hard,"113,169","105,943",3/6/2015,3/12/2015
She's Funny That Way,"111,996",N/A,8/21/2015,9/10/2015
1915,"111,682","30,448",4/17/2015,-/2015
Memories of the Sword,"111,071","50,240",8/28/2015,9/17/2015
Roar!,"110,048","15,064",4/15/2015,8/13/2015
The Look of Silence,"109,089","6,616",7/17/2015,11/12/2015
Adult Beginners,"108,808","36,657",4/24/2015,6/4/2015
The Beauty Inside,"108,083","50,536",9/11/2015,10/1/2015
The Chronicles of Evil,"105,057",N/A,5/15/2015,6/11/2015
Results,"104,507","17,782",5/29/2015,7/2/2015
Every Secret Thing,"103,536","97,020",5/15/2015,5/21/2015
A LEGO Brickumentary,"101,531","43,285",7/31/2015,8/27/2015
Man From Reno,"101,438","15,158",3/27/2015,5/14/2015
James White,"101,368","12,007",11/13/2015,12/20/2015
Ghost in the Shell: The New Movie,"101,203",N/A,11/10/2015,11/12/2015
Black Souls (Anime Nere),"101,088","6,286",4/10/2015,6/4/2015
A Poem Is a Naked Person (2015 re-issue),"96,592","5,526",7/1/2015,8/27/2015
Saving Mr. Wu,"92,696",N/A,10/2/2015,10/25/2015
The Tales of Hoffmann (2015 re-issue),"91,930","23,340",3/13/2015,6/14/2015
Legends from the Sky,"91,462","18,168",1/30/2015,-/2015
Christmas Eve,"91,302","45,260",12/4/2015,-/2015
Queen of Earth,"91,218","11,360",8/26/2015,10/1/2015
Beasts of No Nation,"90,777","51,003",10/16/2015,10/29/2015
Dark Horse (Canada Release),"90,136","1,865",9/20/2015,10/17/2015
Hero (2015),"88,675","58,445",9/11/2015,9/24/2015
Sunshine Superman,"88,097","8,991",5/22/2015,-/2015
Tab Hunter Confidential,"85,812","9,945",10/16/2015,-/2015
Trace Amounts,"80,735",N/A,1/2/2015,10/27/2015
Heaven Knows What,"80,734","16,862",5/29/2015,8/6/2015
Nasty Baby,"79,800","8,023",10/23/2015,11/15/2015
Blackbird,"78,400","45,834",4/24/2015,5/17/2015
Batkid Begins,"74,709","19,437",6/26/2015,8/6/2015
Dragon Blade,"74,068","30,346",9/4/2015,9/24/2015
The Wonders,"73,378",N/A,10/30/2015,1/7/2015
Freaks of Nature,"70,958","42,713",10/30/2015,11/12/2015
Predestination,"68,372","44,028",1/9/2015,1/29/2015
I Am Big Bird,"67,845","10,000",5/6/2015,7/9/2015
The Messenger (2015),"67,816",N/A,12/4/2015,-/2015
Turbo Kid,"67,132","31,428",8/28/2015,10/4/2015
People Places Things,"67,046","31,262",8/14/2015,-/2015
Eden,"65,460","18,987",6/19/2015,7/16/2015
The Duke of Burgundy,"64,521","11,902",1/23/2015,3/22/2015
Our Little Sister (Canadian),"64,441","2,078",9/23/2015,10/27/2015
The Office,"63,675","34,144",9/18/2015,10/4/2015
Drunk Stoned Brilliant Dead: The Story of the National Lampoon,"62,660","5,254",9/25/2015,11/26/2015
Flowers,"61,568","6,572",10/30/2015,1/28/2015
Only You,"61,565","27,311",7/24/2015,-/2015
Dark Star: H.R. Giger's World,"61,044","8,349",5/15/2015,9/7/2015
Girlhood (2015),"60,765","7,667",1/30/2015,5/14/2015
Jauja,"60,231","8,314",3/20/2015,10/4/2015
Gueros,"60,114",N/A,5/20/2015,11/26/2015
Cooties,"60,058","33,031",9/18/2015,10/1/2015
I Smile Back,"58,738","15,758",10/23/2015,10/23/2015
Rififi (2015 re-release),"57,749","17,396",9/2/2015,12/3/2015
Entertainment,"55,506","5,132",11/13/2015,1/21/2015
The Search for General Tso,"54,275","9,336",1/2/2015,2/19/2015
The Ark of Mr. Chow,"54,075","22,583",6/19/2015,7/9/2015
Beloved Sisters,"54,030","19,704",1/9/2015,4/16/2015
Aloft,"53,086","2,116",5/22/2015,8/13/2015
The Quay Brothers in 35mm,"51,858","16,995",8/19/2015,10/22/2015
We Come As Friends,"50,921",N/A,8/14/2015,-/2015
The Yes Men Are Revolting,"50,190","12,462",6/12/2015,7/30/2015
The Advocate: A Missing Body,"50,162","19,770",10/23/2015,11/5/2015
Heist (2015),"50,136","28,688",11/13/2015,11/26/2015
Spring (2015),"49,970","19,675",3/20/2015,5/21/2015
Difret,"49,667","6,777",10/23/2015,-/2015
Red Herring,"49,480","27,804",10/30/2015,11/26/2015
The Seven Five,"48,869","14,785",5/8/2015,5/28/2015
Bangistan,"48,694","34,263",8/7/2015,8/20/2015
Appropriate Behavior,"46,912","19,114",1/16/2015,2/22/2015
Shanghai,"46,425","26,604",10/2/2015,10/15/2015
Beyond the Reach,"45,895","30,287",4/17/2015,4/30/2015
Lost River,"45,431","20,828",4/10/2015,4/30/2015
Mr. X,"44,995","30,097",4/17/2015,4/23/2015
The Salvation,"44,903","4,651",2/27/2015,4/2/2015
River of Fundament,"44,840","9,938",12/4/2015,6/9/2015
Madame Bovary,"44,235","20,841",6/12/2015,6/21/2015
Charlie's Country,"42,937","5,340",6/5/2015,10/15/2015
Breathe,"42,297","5,063",9/11/2015,12/17/2015
Pearl Button,"42,166",N/A,10/23/2015,3/17/2015
Nowitzki,"41,340","20,049",7/10/2015,8/6/2015
Queen and Country,"41,297","5,954",2/18/2015,3/5/2015
Censored Voices,"41,260","6,153",11/20/2015,1/28/2015
Love Thy Nature,"41,149",N/A,2/19/2015,5/16/2015
The New Rijksmuseum,"40,578","2,631",6/19/2015,10/15/2015
The Phone,"40,516","3,824",11/6/2015,11/22/2015
What Our Fathers Did: A Nazi Legacy,"40,119","8,132",11/6/2015,11/26/2015
